sku,productType,canonicalGroupId,imageStatus,requestedImageStatus,mainImageAssetId,sourceStatus,published,titleEn,categoryId,materialIds,gsmOrThickness,applications
"KH-FD-CUPFAN-240-PR-078","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-paper-cup-fan-for-hot-coffee-paper-cup-with-sleeves-and-lid","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","240gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-280-PR-079","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","280gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-300-PE-080","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","300gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-320-PR-081","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","320gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-350-PR-082","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150-PE-083","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","150gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-170-PR-084","paper-cup-fan","paper-cup-fan-product-eco-friendly-cup-logo-custom-flexography-printed-single-wall-pe-coated-paper-cup-fan-for-hot-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","170gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-320-PR-085","paper-cup-fan","paper-cup-fan-product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","320gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-350-PE-086","paper-cup-fan","paper-cup-fan-product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150-PR-087","paper-cup-fan","paper-cup-fan-product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","150gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-170-PR-088","paper-cup-fan","paper-cup-fan-product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","170gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PE-089","paper-cup-fan","paper-cup-fan-product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-190-PR-090","paper-cup-fan","paper-cup-fan-product-7-oz-shirong-die-cut-flexography-printing-coffee-cups-pe-coated-paper-fan-raw-material-for-paper-cup-printing-machine","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","190gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PR-091","paper-cup-fan","paper-cup-fan-product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-190-PE-092","paper-cup-fan","paper-cup-fan-product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","190gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-210-PR-093","paper-cup-fan","paper-cup-fan-product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","210gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-230-PR-094","paper-cup-fan","paper-cup-fan-product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","230gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-240-PE-095","paper-cup-fan","paper-cup-fan-product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","240gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-250-PR-096","paper-cup-fan","paper-cup-fan-product-shirong-flexography-printing-black-coffee-tea-beverage-drink-cup-use-210gsm-single-pe-coated-paper-fan-raw-material","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","250gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-350-PR-097","paper-cup-fan","paper-cup-fan-product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150-PE-098","paper-cup-fan","paper-cup-fan-product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","150gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-170-PR-099","paper-cup-fan","paper-cup-fan-product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","170gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PR-100","paper-cup-fan","paper-cup-fan-product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-190-PE-101","paper-cup-fan","paper-cup-fan-product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","190gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-210-PR-102","paper-cup-fan","paper-cup-fan-product-biodegradable-flexography-printing-280-gsm-single-wall-pe-coated-paper-cup-fan-raw-material-for-hot-drinks-coffee-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","210gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-250-MC-103","paper-cup-fan","paper-cup-fan-product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","250gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-280-PE-104","paper-cup-fan","paper-cup-fan-product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","280gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-300-MC-105","paper-cup-fan","paper-cup-fan-product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","300gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-320-PR-106","paper-cup-fan","paper-cup-fan-product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","320gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-350-PE-107","paper-cup-fan","paper-cup-fan-product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150-PR-108","paper-cup-fan","paper-cup-fan-product-coffee-beverage-cup-use-app-recycled-1-pe-210gsm-high-coated-paper-fan-raw-materials","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","150gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-160350-PR-109","paper-cup-fan","paper-cup-fan-product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","160-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-160350-PE-110","paper-cup-fan","paper-cup-fan-product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","160-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-160350-PR-111","paper-cup-fan","paper-cup-fan-product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","160-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-160350-PR-112","paper-cup-fan","paper-cup-fan-product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","160-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-160350-PE-113","paper-cup-fan","paper-cup-fan-product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","160-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-160350-PR-114","paper-cup-fan","paper-cup-fan-product-biodegradable-flexo-printed-die-cutting-food-grade-160-350gsm-single-pe-coated-paper-cup-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","160-350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PR-115","paper-cup-fan","paper-cup-fan-product-coffee-tea-cup-making-machine-use-flexography-printing-single-pe-240gsm-pe-coated-paper-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-190-PE-116","paper-cup-fan","paper-cup-fan-product-coffee-tea-cup-making-machine-use-flexography-printing-single-pe-240gsm-pe-coated-paper-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","190gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-210-PR-117","paper-cup-fan","paper-cup-fan-product-coffee-tea-cup-making-machine-use-flexography-printing-single-pe-240gsm-pe-coated-paper-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","210gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-230-PR-118","paper-cup-fan","paper-cup-fan-product-coffee-tea-cup-making-machine-use-flexography-printing-single-pe-240gsm-pe-coated-paper-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","230gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-240-PE-119","paper-cup-fan","paper-cup-fan-product-coffee-tea-cup-making-machine-use-flexography-printing-single-pe-240gsm-pe-coated-paper-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","240gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-250-PR-120","paper-cup-fan","paper-cup-fan-product-coffee-tea-cup-making-machine-use-flexography-printing-single-pe-240gsm-pe-coated-paper-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","250gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-240-PR-121","paper-cup-fan","paper-cup-fan-product-bagasse-custom-flexo-printing-hot-drink-8oz-paper-cups-fan-paper-raw-material","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","240gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-250-PE-122","paper-cup-fan","paper-cup-fan-product-bagasse-custom-flexo-printing-hot-drink-8oz-paper-cups-fan-paper-raw-material","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","250gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-280-PR-123","paper-cup-fan","paper-cup-fan-product-bagasse-custom-flexo-printing-hot-drink-8oz-paper-cups-fan-paper-raw-material","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","280gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-300-PR-124","paper-cup-fan","paper-cup-fan-product-bagasse-custom-flexo-printing-hot-drink-8oz-paper-cups-fan-paper-raw-material","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","300gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-320-PE-125","paper-cup-fan","paper-cup-fan-product-bagasse-custom-flexo-printing-hot-drink-8oz-paper-cups-fan-paper-raw-material","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","320gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-350-PR-126","paper-cup-fan","paper-cup-fan-product-bagasse-custom-flexo-printing-hot-drink-8oz-paper-cups-fan-paper-raw-material","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-300-PR-127","paper-cup-fan","paper-cup-fan-product-saudi-arabia-welcome-hot-sell-good-grade-pe-coated-wood-pulp-paper-cup-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","300gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-320-PE-128","paper-cup-fan","paper-cup-fan-product-saudi-arabia-welcome-hot-sell-good-grade-pe-coated-wood-pulp-paper-cup-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","320gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-350-PR-129","paper-cup-fan","paper-cup-fan-product-saudi-arabia-welcome-hot-sell-good-grade-pe-coated-wood-pulp-paper-cup-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150-PR-130","paper-cup-fan","paper-cup-fan-product-saudi-arabia-welcome-hot-sell-good-grade-pe-coated-wood-pulp-paper-cup-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","150gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-170-PE-131","paper-cup-fan","paper-cup-fan-product-saudi-arabia-welcome-hot-sell-good-grade-pe-coated-wood-pulp-paper-cup-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","170gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PR-132","paper-cup-fan","paper-cup-fan-product-saudi-arabia-welcome-hot-sell-good-grade-pe-coated-wood-pulp-paper-cup-fan","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-170-PR-133","paper-cup-fan","paper-cup-fan-product-paper-cup-fan-manufacturers-and-suppliers-raw-material-6oz-pe-coated-paper-cup-paper","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","170gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PE-134","paper-cup-fan","paper-cup-fan-product-paper-cup-fan-manufacturers-and-suppliers-raw-material-6oz-pe-coated-paper-cup-paper","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-190-PR-135","paper-cup-fan","paper-cup-fan-product-paper-cup-fan-manufacturers-and-suppliers-raw-material-6oz-pe-coated-paper-cup-paper","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","190gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-210-PR-136","paper-cup-fan","paper-cup-fan-product-paper-cup-fan-manufacturers-and-suppliers-raw-material-6oz-pe-coated-paper-cup-paper","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","210gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-230-PE-137","paper-cup-fan","paper-cup-fan-product-paper-cup-fan-manufacturers-and-suppliers-raw-material-6oz-pe-coated-paper-cup-paper","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","230gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-240-PR-138","paper-cup-fan","paper-cup-fan-product-paper-cup-fan-manufacturers-and-suppliers-raw-material-6oz-pe-coated-paper-cup-paper","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","240gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-170-PR-139","paper-cup-fan","paper-cup-fan-product-factory-wholesale-cuted-cupstock-fan-blank-raw-materials-for-making-paper-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","170gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PE-140","paper-cup-fan","paper-cup-fan-product-factory-wholesale-cuted-cupstock-fan-blank-raw-materials-for-making-paper-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-190-PR-141","paper-cup-fan","paper-cup-fan-product-factory-wholesale-cuted-cupstock-fan-blank-raw-materials-for-making-paper-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","190gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-210-PR-142","paper-cup-fan","paper-cup-fan-product-factory-wholesale-cuted-cupstock-fan-blank-raw-materials-for-making-paper-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","210gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-230-PE-143","paper-cup-fan","paper-cup-fan-product-factory-wholesale-cuted-cupstock-fan-blank-raw-materials-for-making-paper-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","230gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-240-PR-144","paper-cup-fan","paper-cup-fan-product-factory-wholesale-cuted-cupstock-fan-blank-raw-materials-for-making-paper-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","240gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-240-PR-145","paper-cup-fan","paper-cup-fan-product-raw-materials-for-paper-cups-china-high-quality-printed-and-personalized-disposable-for-9oz-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","240gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-250-PE-146","paper-cup-fan","paper-cup-fan-product-raw-materials-for-paper-cups-china-high-quality-printed-and-personalized-disposable-for-9oz-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","250gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-280-PR-147","paper-cup-fan","paper-cup-fan-product-raw-materials-for-paper-cups-china-high-quality-printed-and-personalized-disposable-for-9oz-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","280gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-300-PR-148","paper-cup-fan","paper-cup-fan-product-raw-materials-for-paper-cups-china-high-quality-printed-and-personalized-disposable-for-9oz-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","300gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-320-PE-149","paper-cup-fan","paper-cup-fan-product-raw-materials-for-paper-cups-china-high-quality-printed-and-personalized-disposable-for-9oz-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","320gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-350-PR-150","paper-cup-fan","paper-cup-fan-product-raw-materials-for-paper-cups-china-high-quality-printed-and-personalized-disposable-for-9oz-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-190-PR-151","paper-cup-fan","paper-cup-fan-product-ice-cream-cup-paper-china-factory-high-quality-printed-and-personalized-disposable-for-making-machine-for-paper-cup-logo-printer","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","190gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-210-PE-152","paper-cup-fan","paper-cup-fan-product-ice-cream-cup-paper-china-factory-high-quality-printed-and-personalized-disposable-for-making-machine-for-paper-cup-logo-printer","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","210gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-230-PR-153","paper-cup-fan","paper-cup-fan-product-ice-cream-cup-paper-china-factory-high-quality-printed-and-personalized-disposable-for-making-machine-for-paper-cup-logo-printer","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","230gsm","热饮杯、咖啡杯、纸碗、饮料杯"
